paper_id	source	sent_idx	sentence	silver_label	silver_confidence	silver_rationale	gold_label	notes
0803.2303	predicted	11	For {{formula:bafc55eb-f655-4a13-b629-000d4c03c9ba}} , we have: {{formula:ccb72692-997f-4878-bfac-a766403d9fe8}} The {{formula:7ebe6e71-3631-4101-84dc-69b4a49347f5}} -series {{formula:3bd02e83-3811-4b89-9500-25be67259d4f}} is convergent and Weirstrass criterion says that the series {{formula:efaea4e1-49b5-4093-a06a-bac16ab8daa8}} is also absolutely convergent for {{formula:c240e76a-25e0-47d8-a128-f5894daad12a}} .The Riemann Zeta Function is defined as follow: {{formula:8f295fa4-bcd0-46ae-ba1a-bce4c55c8723}} {{formula:69185097-db39-49de-9d3a-05680e14d969}} is analytic in the half-plane {{formula:958dd7be-59de-490c-a1e4-deeb4a4230ec}} and uniformly convergent in every compact set contained in that half-plane {{formula:fa069c88-c9fd-4349-a517-47e2c8f57804}} .	none	0.95	This sentence describes mathematical properties and definitions, not indicating a limitation or future work.		
0803.2303	predicted	12	Definition 1 Let {{formula:3c1630c9-9b77-4d4a-9478-c7372aebbe5f}} and {{formula:6cc25098-b394-4938-afeb-71a66b9cc82c}} be sets.	none	0.95	This sentence provides a definition, not indicating a limitation or future work.		
0803.2303	predicted	13	Suppose {{formula:2c53b425-905b-4dcb-bca2-bec2c486b900}} and {{formula:b688ebd7-320e-41af-a897-012af9246bd8}} be an application.	none	0.95	This sentence describes a mathematical application, not indicating a limitation or future work.		
0803.2303	predicted	14	The application {{formula:2819ae7a-5ce6-4298-9b7b-da9287f7446e}} is said to be an extension of {{formula:5c83de6b-ca82-408e-bffb-3bc2030227ef}} over {{formula:ceb9c4ec-604d-4bb4-9567-7984b5de0a04}} relative to {{formula:04d21c10-087b-4b2c-9466-74d3f415b80c}} if {{formula:da7e9f57-a949-4bfc-a739-18cd8f8090fe}} .	none	0.95	This sentence describes a mathematical application, not indicating a limitation or future work.		
0803.2303	predicted	15	In general such an application is not unique see {{cite:f37905fcc26a868bc6a9664d8d2d4231e59abcd4}}.	none	0.95	This sentence describes a property of mathematical applications, not indicating a limitation or future work.		
0803.2303	predicted	16	However, any Analytic continuations (extension) if they exist are unique, see {{cite:001782f2518c30d379e9805daa01a7acd6be9fbe}} and {{cite:f2a570f23772ff96a5c9f9b04194d20e749ee51f}}.	none	0.95	This sentence describes a property of analytic continuations, not indicating a limitation or future work.		
0803.2303	predicted	17	Theorem 1 {{formula:31cf0f3e-54dc-4f45-afee-a8be2650979f}} can be continued across the boundary {{formula:acc0987d-63fc-431d-9041-098dca439557}} of the half- plane {{formula:dcd8e7ca-bbe1-4460-95d9-ae083653e9c5}} , and proves to be a Meromorphic function having the single pole {{formula:1ed2a62b-304d-4d68-9964-042f0c8ecee5}} with the principal part {{formula:5a9b4ba0-22c6-45b6-b9e8-82e837858e06}} ; i.e., {{formula:89d864a7-f850-4826-86c8-f6e2edb30808}} is a simple pole with residue {{formula:1e741d06-70c5-4cae-87cb-25c44678d5fe}} .	none	0.95	This sentence describes a theorem, not indicating a limitation or future work.		
0803.2303	predicted	18	See {{cite:78589b501f5841f64e2be5e16f4ee5bf703545a0}} From Theorem REF , we get that: The analytic Continuation of {{formula:23aeec9c-1753-4bfb-9ee8-20990338ce31}} up to the boundary {{formula:4c294809-e35d-4124-af34-dcebdc104857}} is given by {{formula:7aada114-6392-4d55-9009-c2679b2a7744}} The analytic Continuation of {{formula:02c01e2d-226d-42ab-910e-bfd2a34782c5}} up to {{formula:196de056-ff79-4653-a7f5-dbeb81579566}} is given by {{formula:332a7364-8991-4c13-adf8-8f9a7dc99aba}} The analytic Continuation of {{formula:4c00bb32-d520-4814-8beb-f0c7b1abeab9}} up to {{formula:d43162b3-80a3-4271-964f-9caf44280fad}} is given by {{formula:b6872c61-f13e-42fd-912e-f23c5735e9f6}} and so forth by induction.	none	0.95	This sentence describes results from a theorem, not indicating a limitation or future work.		
0803.2303	predicted	19	The most important issue here is that by definition REF , it is enough to proof the Riemann Conjeture for {{formula:e05547bb-cd2c-42f5-b360-380d9241a876}} see also {{cite:f2a570f23772ff96a5c9f9b04194d20e749ee51f}} prop. 16.10.	none	0.95	This sentence discusses the importance of a definition in proving the Riemann Conjecture, not indicating a limitation or future work.		
0803.2303	predicted	20	Remember that: {{formula:da6687f2-bab3-4c8f-a0e9-d6a662ac36da}} for {{formula:bd5898bd-70e7-445a-85e5-804d58dbb035}} which can be deduced from Riemann's functional equation: {{formula:55625a71-fea1-446d-8d31-5a7dbb68c6b2}} {{formula:29ae13fb-affa-4cba-aa46-655668fd71ce}} We also know that {{formula:19f3f424-ba98-4851-a99e-21e8d52a32f4}} and {{formula:f3e14092-a059-449f-ab6a-d93d3a4e7f92}} , similar reasoning gives that {{formula:397c2fe5-eda7-4b8c-b010-58e7db8392bb}} has no other zeros outside the Critical strip {{formula:eb163fa6-039e-40ff-98b9-80511fe1e87d}} than the trivials: {{formula:45a32ced-ddbe-4be1-a73f-99132465a01f}} .	none	0.95	This sentence describes known mathematical properties, not indicating a limitation or future work.		
0803.2303	predicted	21	Definition 2 The points {{formula:6d1ab9b3-5cc1-4580-9f83-985e9de6d01a}} are called the trivials zeros of {{formula:f534c85d-9299-4018-ab4d-76a3dfd5f255}} .	none	0.95	This sentence provides a definition, not indicating a limitation or future work.		
0803.2303	predicted	22	Let us define the following sets: {{formula:e0533445-4a26-49f0-83de-ef7d34f8c8a3}} called the critical line {{formula:59b8322e-65ed-4cd4-9c83-69cb075e72c3}} {{formula:37eaa4da-3b2f-42e6-8058-05ce902bc06f}} {{formula:5574c094-591f-436e-97ab-618641793da6}} {{formula:cb1c3595-27c8-44b9-bb78-cb5284eb487b}} called the critical strip.	none	0.95	This sentence defines mathematical sets, not indicating a limitation or future work.		
0803.2303	predicted	23	See more about this in {{cite:2953649b87d9277a791ac6b94b7f4008f222afc9}}.	none	0.95	This sentence refers to further reading, not indicating a limitation or future work.		
0803.2303	predicted	24	The Riemann Hypothesis is equivalent to say that {{formula:9fdf9f56-18ca-42e4-a34f-8de770354328}} has no zeros in {{formula:a899b9e2-76c9-4881-871d-6b713dd34533}} .	none	0.95	This sentence describes the equivalence of the Riemann Hypothesis, not indicating a limitation or future work.		
0803.2303	predicted	25	Lemma 1 If {{formula:96354c35-e325-4eef-8e42-101e9392f39d}} , then: {{formula:1042dd9e-dc24-4bce-9dd7-971ddc566612}} {{formula:d11e49a0-6368-4752-b33b-71cd0e2f57a8}} Corollary 1 {{formula:c06d4c3e-e699-4791-98ac-9524d5576ddd}} Theorem 2 If {{formula:3b750645-e6a5-4b3d-bf85-1f3ed77dba67}} .	none	0.95	This sentence describes a lemma, not indicating a limitation or future work.		
0803.2303	predicted	26	Then, {{formula:a80cb671-8290-4eb0-92e2-37ee66099342}} (i) {{formula:2c89c61e-7be6-49f0-82b5-8d96d6a69c47}} (ii) {{formula:3035dec6-a577-4096-999e-cc7c8b0d8654}} {{formula:4001072e-704d-4e87-9e90-5aa532ad15db}} Lemma 2 For {{formula:6c6a05da-5430-4a3e-a3a9-3ea9f8dc10cc}} .	none	0.95	This sentence describes mathematical results, not indicating a limitation or future work.		
0803.2303	predicted	27	Then {{formula:20c437b0-1849-41f9-8e43-956100eabb8a}} we have that: {{formula:8bb5ca4e-a464-411c-83b2-ce7a9ec48b27}} Let's suppose that {{formula:5f32c331-d84d-4408-983e-997b9a6c4a1b}} such that {{formula:2e01632a-6661-472e-9549-e0ff665703ea}} and {{formula:0d49894a-2d9f-4d51-a239-5bd28b91803e}} then, derivating with respect to y we find that: {{formula:ac906586-6b27-436f-946e-18b053fc5bcb}} {{formula:21d3c078-4c15-4365-bde0-dff4eecee8ec}} {{formula:812a8a88-c5a3-4150-98f6-ae85d2f24297}} {{formula:743133c3-6ced-4c23-be15-281876a4143f}} {{formula:d39637da-674d-473e-ada3-320ff0375691}} Therefore, {{formula:4cd7d134-e576-4659-acd8-eeda21d37e4b}} we have that: {{formula:c2ca72f0-2c7a-49f5-a21c-dd07d74bd98a}} in particular if {{formula:47e7d74e-a64e-46d5-bfd2-b8560c09cc2a}} , we have {{formula:f99edb68-14a3-4dc9-b89e-cfb70784688f}} Theorem 3 (The Riemman's conjeture) {{formula:cd001976-6368-46f1-808e-856e0fcfa70c}} Let's suppose that: {{formula:1411aa51-e1ee-4bed-a80f-6e9f0a40224a}} {{formula:4ecc6083-679a-465d-a3bf-b4ef8534dee8}} {{formula:b8aa5e76-67ea-41cd-9898-5b178082f637}} {{formula:bbcad377-525b-4b99-9a00-d5912fbc25b3}} {{formula:26e6f50f-ff78-49fd-b1af-cfeadc810003}} {{formula:7105f691-b31e-4989-9dfc-6711ce6e4877}} Let's suppose: {{formula:b262727d-e30b-4a4a-a216-e805724be52d}} {{formula:b2dc6ae1-859a-47af-b47e-b8e97126dde8}} {{formula:3f45b225-e67c-4aef-b042-28f2458780be}} {{formula:8cf8bcd5-e170-46a2-81f4-0314b06c0852}} {{formula:93de0cb9-b0dd-4cda-a886-a4492f8d8137}} Then: {{formula:b8caf88e-c939-4624-be71-1de62066e491}} {{formula:c15179e7-ca97-4848-9839-7ac36cc238d6}} {{formula:0719d5c2-b54b-4ae5-a22e-70dac90ed049}} {{formula:79fa3d5a-cc84-40cb-a897-9dcf5b9e5067}} {{formula:504c3126-6635-4965-8d02-87a911ccc9e9}} {{formula:cf40b602-08a2-4265-85e7-1c1b545207e1}} {{formula:555fd8b1-c161-4482-bca0-5e4d1638f1f5}} {{formula:4616635f-b98f-41d6-a1ae-ff22da3c6958}} {{formula:11389f15-6195-468c-81a4-0639407c1b06}} Then the proposition “{{formula:3c048044-f212-4d49-8c4f-d63071775769}} ” is false.	none	0.95	This sentence describes mathematical results, not indicating a limitation or future work.		
0803.2303	predicted	28	Therefore: {{formula:f8348f3f-bfea-4b4b-9579-88e9cd5aca22}} It is known that {{formula:fd2bf671-b8ef-49db-bf7c-155613c844ab}} for some {{formula:1ff89c07-a979-44ce-a408-6982bbcddea3}} .	none	0.95	This sentence describes known mathematical properties, not indicating a limitation or future work.		
0803.2303	predicted	29	See for example: [11], [25], [35] or [38].	none	0.95	This sentence refers to further reading, not indicating a limitation or future work.		
0803.2303	predicted	30	Not every {{formula:a9c8ea69-767c-4bb9-983b-1c7a37be5854}} is solution for {{formula:19ddc931-7197-46eb-a168-bd18a8e3d8d5}} , for example {{formula:a7d8a2f3-180a-4329-84ac-2e2d7b8d9b0c}} and it is not difficult to prove that {{formula:ad994fd2-fb2b-42f7-9621-a812e60fdf45}} .	none	0.95	This sentence describes mathematical properties, not indicating a limitation or future work.		
0803.2303	predicted	31	We can say now that: {{formula:a76debf3-08bf-48cc-ab20-21edefd927b4}} Now we know that the non-trivial zeros of {{formula:302dbe5b-c28c-4111-b3c3-853cfe1b6e90}} are on the critical line.	none	0.95	This sentence describes known mathematical results, not indicating a limitation or future work.		
0803.2303	predicted	32	Therefore: To find non-trivial solutions for {{formula:670f1c8d-c5f6-4f59-bce7-b3e350884e40}} ;{{formula:f7afec10-59fa-4a91-b01d-e497f18c6f17}} , we can try the system: {{formula:2a27f91e-b141-4002-a826-4292869820a1}} for {{formula:59e6b9fc-37b5-4daf-9d40-7755ff159432}} big enough could be useful to try the system {{formula:37948644-dd7f-43ad-b4d2-711a21d427fd}} Corollary 2 If every statement of the type “{{formula:df47fa29-56c6-4539-84c1-1fe39f0487f8}} ” is true.	future_work	0.9	The sentence suggests trying a system to find non-trivial solutions, indicating a potential direction for future work.		
0803.2303	predicted	33	Then {{formula:47826832-5e15-4dc2-8354-0422642b0457}} .	none	0.95	This sentence describes mathematical results, not indicating a limitation or future work.		
0803.2303	predicted	34	Where {{formula:cce122e1-7fc4-4418-b60a-69fbeda8d372}} means a relation betwen {{formula:187c45b1-263a-4379-80bb-4f1c459c57b2}} and {{formula:fd30375c-b2bd-422e-b0b6-48d10524e51d}} .	none	0.95	This sentence describes a mathematical relation, not indicating a limitation or future work.		
0803.2303	predicted	35	{{formula:22ec02a6-d872-4caa-9fd9-576c775ba1d0}} That “RH” is true follows from Theorem 3.	none	0.95	This sentence claims that the Riemann Hypothesis is true based on a theorem, not indicating a limitation or future work.		
0803.2303	predicted	36	Then: {{formula:5f83beee-6cf9-431f-b344-520d44f977a2}} {{formula:ae354eb3-1f4e-4670-945c-f6164f72a742}} {{formula:3e460a9b-eaeb-45fa-8e6d-68f4e7826cec}} See {{cite:47f9c4e861341d0af3fe36f2ac3a78d4bf88c552}} pags. 13–16.	none	0.95	This sentence describes mathematical results and refers to further reading, not indicating a limitation or future work.		
0803.2303	predicted	37	{{formula:15914207-f6e8-4f2b-bd1b-dff899561761}} Redheffer (1977) {{formula:51736b26-2965-44ad-affc-06113559d7fd}} where {{formula:5a52f84a-648e-4a23-ab4b-12ffcc1908ca}} is the {{formula:1836ee90-457a-429e-abfb-ed174111a27f}} matrix of 0's and 1's defined by {{formula:eed3a69e-e4d1-4268-939d-7a461626f4c1}} This is an important result for linear analysis for example.	none	0.95	This sentence describes a mathematical result, not indicating a limitation or future work.		
0803.2303	predicted	38	See {{cite:977b98855c73058f30b9bf3900de79819fd96297}} {{formula:2896be17-c84b-4653-b2ad-ad00f0aa03ee}} Lagarias (2002) Let {{formula:8cc57cfa-1d98-4b7f-9174-3b81ad211b25}} denotes the sum of the positive divisors of {{formula:aa758dad-47ef-4400-be46-97843c899d2c}} .	none	0.95	This sentence describes a mathematical result, not indicating a limitation or future work.		
0803.2303	predicted	39	Then {{formula:0bbc8075-f1e3-475e-9126-0c7cf37a69fc}} where {{formula:42ae7b02-ed16-4d8b-818b-4ac86da4e7cf}} .	none	0.95	This sentence describes a mathematical result, not indicating a limitation or future work.		
0803.2303	predicted	40	This is an important result for number theory for example.	none	0.95	This sentence describes the importance of a result, not indicating a limitation or future work.		
0803.2303	predicted	41	See {{cite:977b98855c73058f30b9bf3900de79819fd96297}}.	none	0.95	This sentence refers to further reading, not indicating a limitation or future work.		
0803.2303	predicted	42	{{formula:4f27ee45-d2dd-4400-b32b-b75685239f10}} Nyman-Beurling {{formula:a5996213-3dce-43bf-948d-d229b88319aa}} where {{formula:b35df816-eb90-4a1b-930e-86e3f481daaa}} and {{formula:702f8489-752f-470e-a915-ab4871cf1edd}} is the fractional part of {{formula:6205c481-e5af-4730-8c77-0b4b9bc17933}} this is an important result for Real and Functional Analysis for example.	none	0.95	This sentence describes a mathematical result, not indicating a limitation or future work.		
0803.2303	predicted	43	See {{cite:977b98855c73058f30b9bf3900de79819fd96297}} Others results like these can be seen in {{cite:977b98855c73058f30b9bf3900de79819fd96297}}.	none	0.95	This sentence refers to further reading, not indicating a limitation or future work.		
0803.2303	predicted	44	I believe that one of the must important result to be studied after this one is the paper of Andre Weil.	future_work	0.9	The sentence expresses an intention to study Andre Weil's paper, indicating a direction for future work.		
0803.2303	predicted	45	Corollary 3 If {{formula:09c70126-aa06-4e7f-902a-70cd2b819496}} is the principal character {{formula:8086e678-bc7c-48bd-88ba-4de8ce6e0e39}} then: {{formula:d353d5b5-9736-476a-aac4-4322b35e348a}} See [2] Theorem 11.7 and then use theorem 3.	none	0.95	This sentence describes a corollary, not indicating a limitation or future work.		
0805.3456	gold	0	In this paper the problem of synchronizing a network of identical linear systems described by the state-space model {{formula:a7e02dba-0c59-4950-b1eb-3578a5ae1f0b}} under general interconnection topologies has been addressed.	none	0.95	This sentence describes the problem addressed in the paper, which is not a limitation, future work, or open problem.		
0805.3456	gold	1	A dynamic controller ensuring exponential convergence of the solutions to a synchronized solution of the decoupled systems is provided assuming that (i) {{formula:f8589f9c-0c74-4e77-bd76-f907131ea839}} has no exponentially unstable mode, (ii) {{formula:3ffec993-9346-4607-a733-ad410a92ac39}} is stabilizable and {{formula:7d289923-8c74-497a-81af-4b66f95f6eb7}} is detectable, and (iii) the communication graph is uniformly connected.	none	0.95	This sentence describes the methodology and assumptions used in the paper, not a limitation or future work.		
0805.3456	gold	2	Stronger conditions are shown to be sufficient (and, to some extent, also necessary) to ensure synchronization with the often considered static diffusive output coupling.	none	0.9	This sentence discusses conditions related to synchronization, but does not state a limitation or future work.		
0805.3456	gold	3	The extension of the proposed technique for synchronization of nonlinear systems is the subject of ongoing work.	future_work	0.98	The sentence explicitly mentions ongoing work to extend the technique to nonlinear systems, indicating future work.		
0805.3456	predicted	4	limitations: the communication graph is often assumed to be complete (or all-to-all), but in the absence of communication, the time-evolution of the systems' variables can be oscillatory or even chaotic.	limitation	0.99	The sentence explicitly states a limitation regarding the assumption of a complete communication graph and its effects.		
0805.3456	predicted	5	The system dynamics can be modified through the information exchange, and, as in the consensus problem, the goal of the interconnection is to reach synchronization to a common solution of the individual dynamics {{cite:8e3157379ef855482fcaf37fe9405ef51457a194}}, {{cite:684dc66e7d4a0631af50bd0baaeacb3bded11a07}}, {{cite:f2645858041eedb262e8cf7c96110637549c6792}}, {{cite:a21a35419d06741d5fa243f5c23f57f052b23620}}.	none	0.95	This sentence describes the system dynamics and goals, not a limitation or future work.		
0805.3456	predicted	6	Coordination problems encountered in the engineering world can often be rephrased as consensus or synchronization problems in which both the individual dynamics and the limited communication aspects play an important role.	none	0.95	This sentence provides context about coordination problems, not a limitation or future work.		
0805.3456	predicted	7	Designing interconnection control laws that can ensure synchronization of relevant variables is therefore a control problem that has attracted quite some attention in the recent years {{cite:3377176d8288814ff87c2dcfec20886d46780b65}}, {{cite:eb37f7114d6e7372c9c8d3c28bb100b08549eba5}}, {{cite:ae1621740a416c2873da35e86d33235d86024dc4}}, {{cite:032e7777248339fbdefded6f736f9ef54ceaf1f0}}, {{cite:fddc190ba04b15335e89d3e7f9f53df5b14d3eec}}.	none	0.95	This sentence describes the interest in designing interconnection control laws, not a limitation or future work.		
0805.3456	predicted	8	The present paper deals with a fairly general solution of the synchronization problem in the linear case.	none	0.95	This sentence describes the scope of the paper, not a limitation or future work.		
0805.3456	predicted	9	Assuming {{formula:736e8374-8f6f-4274-9cc6-d310fe71f3fa}} identical individual agents dynamics each described by the linear state-space model {{formula:2e1c1824-d387-447b-98b6-5f6625e21191}} , the main result is the construction of a dynamic output feedback controller that ensures exponential synchronization to a solution of the linear system {{formula:11890e3c-ed7f-4568-907c-9bbb4a824b68}} under the following assumptions: (i) {{formula:7a4cf05b-7fe9-4241-bd9f-c1b2f0d07340}} has no exponentially unstable mode, (ii) {{formula:69adb29b-ffa1-4408-889e-ae47c6506ba6}} is stabilizable and {{formula:7ada616a-9eb7-4725-9f61-896962265488}} is detectable, and (iii) the communication graph is uniformly connected.	none	0.95	This sentence describes the main result and assumptions, not a limitation or future work.		
0805.3456	predicted	10	The result can be interpreted as a generalization of classical consensus algorithms, studied recently, corresponding to the particular case {{formula:b2c34407-09b6-4eb9-8873-58057cc5291b}} {{cite:0611b2b233fdc26e63788eca79cf783b27bc1c4b}}, {{cite:dffa2ea9c3c6665ef5522c572c54d2f0cecb647c}}.	none	0.95	This sentence interprets the result as a generalization, not a limitation or future work.		
0805.3456	predicted	11	The generalization includes the non-trivial examples of synchronizing harmonic oscillators or chains of integrators.	none	0.95	This sentence describes examples included in the generalization, not a limitation or future work.		
0805.3456	predicted	12	The proposed dynamic controller structure proposed in this paper differs from the static diffusive coupling often considered in the synchronization literature, which requires more stringent assumptions on the communication graph.	none	0.95	This sentence contrasts the proposed controller with existing methods, not a limitation or future work.		
0805.3456	predicted	13	For instance, the results in the recent paper {{cite:c1e1ffa3ebab1a8473177d4fd4cce2b7b0e7b4ff}} assume a time-invariant topology.	none	0.95	This sentence references results from another paper, not a limitation or future work.		
0805.3456	predicted	14	The paper also provides sufficient conditions for synchronization by static diffusive coupling and illustrates on simple examples that synchronization may fail under diffusive coupling when the stronger assumptions on the communication graph are not satisfied.	none	0.95	This sentence describes the paper's contributions regarding static diffusive coupling, not a limitation or future work.		
0805.3456	predicted	15	The paper is organized as follows.	none	0.95	This sentence describes the organization of the paper, not a limitation or future work.		
0805.3456	predicted	16	In Section the notation used throughout the paper is summarized, some preliminary results are reviewed and the synchronization problem is introduced and defined.	none	0.95	This sentence describes the content of a section, not a limitation or future work.		
0805.3456	predicted	17	In Section the linear case is studied when state coupling among the systems is allowed while in Section the output coupling case is considered.	none	0.95	This sentence describes the content of sections, not a limitation or future work.		
0805.3456	predicted	18	In Section we extend the main results to discrete-time linear systems and to periodic time-varying linear systems.	none	0.95	This sentence describes the extension of results to different systems, not a limitation or future work.		
0805.3456	predicted	19	Finally, in Section , two-dimensional examples are reported to illustrate the role of the proposed dynamic controller in situations where static diffusive coupling fails to achieve synchronization.	none	0.95	This sentence describes examples used to illustrate results, not a limitation or future work.		
0805.3456	predicted	20	Throughout the paper we will use the following notation.	none	0.95	This sentence describes notation used in the paper, not a limitation or future work.		
0805.3456	predicted	21	Given {{formula:eca8bab2-91d3-4a0a-98f2-86ce9ccc74e0}} vectors {{formula:3246f888-6af1-4855-b451-b2748267d7a0}} we indicate with {{formula:2fbeaddc-9dc4-4f59-9b39-f23e55a4da5b}} the stacking of the vectors, i.e. {{formula:83541711-83a4-4393-a495-8c6f52ec7516}} .	none	0.95	This sentence describes notation related to vectors, not a limitation or future work.		
0805.3456	predicted	22	We denote with {{formula:dbfe2ee1-516e-4022-8d3a-8bddb1d14b26}} the diagonal matrix of dimension {{formula:f6ae3f12-0018-4918-8df7-9a45ffb94d16}} and we define {{formula:919ba086-a977-4aff-89da-1d0ce865910e}} .	none	0.95	This sentence describes notation related to matrices, not a limitation or future work.		
0805.3456	predicted	23	Given two matrices {{formula:bfdfb92c-89cc-4e3b-8233-5f001e6fe190}} and {{formula:c2dd4470-d7ac-4f3b-b842-e16eaaf2362c}} we denote their Kronecker product with {{formula:06b401a2-f9ec-4cbe-b662-636ac4b27034}} .	none	0.95	This sentence describes notation related to the Kronecker product, not a limitation or future work.		
0805.3456	predicted	24	For notational convenience, we use the convention {{formula:756de204-cbe1-4ab7-b493-d41875faf7ac}} and {{formula:1c914689-bab2-4f91-9ab7-dc3d650f1f15}} .	none	0.95	This sentence describes a notational convention, not a limitation or future work.		
0805.3456	predicted	25	We recall some properties of the Kronecker product that will be used throughout the paper {{formula:34564f2e-0889-4d9f-83c7-11e607a014f0}} where {{formula:88cce9cc-39d7-4416-9fd1-ff97a8cd850c}} .	none	0.95	This sentence recalls properties of the Kronecker product, not a limitation or future work.		
0805.3456	predicted	26	Given a set of interconnected systems the communication topology is encoded through a communication graph.	none	0.95	This sentence describes the communication topology, not a limitation or future work.		
0805.3456	predicted	27	The convention is that system {{formula:76e7a1bc-bc25-40bb-a236-7ee3689c5bf5}} receives information from system {{formula:2a00fccd-bea9-4683-aad2-53c194d8b654}} iff there is a directed link from node {{formula:1c3b9429-9d51-4100-a0ec-f0a65084d5b5}} to node {{formula:166d4e66-7a22-4265-9875-2365da1bc15e}} in the communication graph.	none	0.95	This sentence describes a convention related to communication graphs, not a limitation or future work.		
0805.3456	predicted	28	Let {{formula:de29ee09-3c25-4ea0-9140-4f61b4f1bd3d}} be a time-varying weighted digraph (directed graph) where {{formula:fb6f5962-cddb-4d00-bec2-ba61defb8daf}} is the set of nodes, {{formula:c542378c-3e41-45de-9ae9-3dc983bae016}} is the set of edges, and {{formula:ab0c7f79-4c0e-45c2-b9d6-c1eef7cbcd7a}} is a weighted adjacency matrix with nonnegative elements {{formula:d2656bb3-1859-4202-9dc3-f1296fd6db13}} .	none	0.95	This sentence describes a time-varying digraph, not a limitation or future work.		
0805.3456	predicted	29	In the following we assume that {{formula:497fd8a1-25f6-4f56-9a3d-8271f91962ae}} is piece-wise continuous and bounded and {{formula:2dcfed46-0c62-4187-8570-a80d97941604}} for some finite scalars {{formula:53b4f940-4f45-45d8-a2a7-56841d1ebe3b}} and for all {{formula:429310ac-db72-4436-b313-f29fcdd3c677}} .	none	0.95	This sentence describes assumptions about a digraph, not a limitation or future work.		
0805.3456	predicted	30	Furthermore {{formula:fb36b3cd-612b-493b-bc50-3eca7387adb5}} if and only if {{formula:f28c7992-978e-4721-a46a-217d7d2df4b4}} .	none	0.95	This sentence describes a condition related to matrices, not a limitation or future work.		
0805.3456	predicted	31	The set of neighbors of node {{formula:08e0199a-cece-468c-93a2-2544d2e1cecb}} at time {{formula:d4698ca3-67c5-4cf7-a1fd-736a9ce232ee}} is denoted by {{formula:c1fd2108-0f1c-4002-81f4-9dabc20bf2fa}} .	none	0.95	This sentence describes notation related to neighbors in a graph, not a limitation or future work.		
0805.3456	predicted	32	A path is a sequence of vertices such that for each of its vertices {{formula:5d9824d8-6be8-4f7c-acce-1873de896821}} the next vertex in the sequence is a neighbor of {{formula:55c99f3f-750b-44d6-a726-836a056040dd}} .	none	0.95	This sentence describes the concept of a path in a graph, not a limitation or future work.		
0805.3456	predicted	33	Assume that there are no self-cycles i.e. {{formula:5e4f68c1-6b66-487e-8349-53f42bf61437}} , and for any {{formula:9ee175a4-0cf9-47d3-a0d0-5b1c10121992}} .	none	0.95	This sentence describes an assumption about self-cycles, not a limitation or future work.		
0805.3456	predicted	34	The Laplacian matrix {{formula:8aecd51c-cfc0-4b10-bcdb-52054629e694}} associated to the graph {{formula:b0dc85f3-90f9-492b-bd2e-2577c3f7bfbf}} is defined as {{formula:e368508f-afff-4f1b-b5ba-ce4ebb450dd1}} The in-degree (respectively out-degree) of node {{formula:1d5dfa74-5419-4303-ba1b-92de1fee94d7}} is defined as {{formula:4e0698b3-372f-4c3c-84f0-a2d5ac65c829}} (respectively {{formula:34af9b97-a7d9-4224-bf23-c74fdfe60a7f}} ).	none	0.95	This sentence describes the definition of a Laplacian matrix, not a limitation or future work.		
0805.3456	predicted	35	The digraph {{formula:c44744e7-5a9a-4f93-a417-7f0107d8eba2}} is said to be balanced at time {{formula:87fa1f7b-260c-4130-9832-88f9bbe0e8a6}} if the in-degree and the out-degree of each node are equal, that is, {{formula:4f2445a0-eeb4-4864-b8c2-0c38d4cc35a8}} Balanced graphs have the particular property that the symmetric part of their Laplacian matrix is nonnegative: {{formula:4f3a7678-44b8-4b09-ab21-7293c78bf7d6}} {{cite:4b4d80defc35d17df135e97f6282d248d9718358}}.	none	0.95	This sentence describes the concept of a balanced digraph, not a limitation or future work.		
0805.3456	predicted	36	We recall some definitions that characterize the concept of connectivity for time-varying graphs.	none	0.95	This sentence recalls definitions related to graph connectivity, not a limitation or future work.		
0805.3456	predicted	37	Definition 1 The digraph {{formula:ba1e29c8-66b2-4a84-8686-fb4320b7ab68}} is connected at time {{formula:513ba339-69c2-4100-8260-4d24725dd7ce}} if there exists a node {{formula:15817a75-3547-4cc7-ad27-8b6144787d20}} such that all the other nodes of the graph are connected to {{formula:1de5150c-7eee-4185-bfee-b8fa4eba5472}} via a path that follows the direction of the edges of the digraph.	none	0.95	This sentence describes the definition of a connected digraph, not a limitation or future work.		
0805.3456	predicted	38	Definition 2 Consider a graph {{formula:8b893c24-5f63-47c1-9dfd-d94f6a617313}} .	none	0.95	This sentence introduces a graph definition, not a limitation or future work.		
0805.3456	predicted	39	A node {{formula:9536a0dd-6181-4f8b-9d16-48fd70531e8f}} is said to be connected to node {{formula:6ba49525-164b-454e-b60a-30cba22fb8c4}} ({{formula:54d870e0-64cb-458d-ae1e-14b649a42122}} ) in the interval {{formula:9b4a17be-3024-478f-8e91-159eed4aa09d}} if there is a path from {{formula:74b6aa53-1151-41c5-8476-3884a3e7175d}} to {{formula:b0006868-e1cf-4a11-ace1-d3fafd400f80}} which respects the orientation of the edges for the directed graph {{formula:b885137c-4f59-46ae-ade9-bc09717e9eb9}} .	none	0.95	This sentence describes the concept of node connectivity, not a limitation or future work.		
